Display Name,BayerFlamsteed,Gliese,Proper Name,Spectral Class
Hip 111013,,,,
Hip 112362,,,,A0IV
Hip 117094,,,,F8
Hip 7118,,,,K0III
Hip 14781,,,,G5
BD+11°456,,,,
Hip 20982,,,,G8III
Hip 29378,,,,K2
Hip 31092,,,,A6V
BD+38°1822,,,,
Hip 40914,,,,
BD+20°2315,,,,
BD+32°1950,,,,
Hip 50083,,,,Am
Hip 67250,,,,K0III+...
BD+14°2946,,,,
BD+25°3126,,,,
Hip 91752,,,,A0
Hip 92298,,,,
BD+11°3801,,,,
BD-03°5450,,,,
Hip 111959,,,,
Hip 112821,,,,G0IIp
BD+44°54,,,,
Hip 4087,,,,F7V
BD-17°373,,,,
Hip 10870,,,,
Hip 13479,,,,G8/K0III
BD+31°839,,,,
BD+41°1415,,,,
29 Lyncis,29 Lyncis,,,A7IV
BD+15°1891,,,,
Hip 44255,,,,
Hip 45002,,,,K1III
Hip 59051,,,,
Hip 62500,,,,G8III
BD+47°2118,,,,
Hip 78163,,,,
Hip 81560,,,,A0
36 Herculis,36 Herculis,,,A3IV
Hip 82372,,,,F6V
Hip 89378,,,,
50 Draconis,50 Draconis,,,A1Vn
BD+19°4415,,,,
BD-17°6681,,,,
BD+06°413,,,,
Hip 17124,,,,
BD+15°1889,,,,
Hip 53700,,,,F7IV
Hip 72953,,,,F2
19 Delta Librae,19 Delta Librae,,,B9.5V
Epsilon 1 Arae,Epsilon 1 Arae,,,K4III
Hip 97971,,,,A3V
BD+45°3425,,,,
Hip 107888,,,,
Hip 112835,,,,F0
Hip 6714,,,,K0
Hip 7941,,,,A0V
Hip 9029,,,,
BD+13°314,,,,
BD-15°453,,,,
Hip 14035,,,,
8 Rho 1 Eridani,8 Rho 1 Eridani,,,K0II
Hip 22150,,,,F3V
BD+26°752,,,,
Hip 23213,,,,K0III
Hip 28011,,,,K2III:
BD-06°3125,,,,
BD+33°2074,,,,
BD+07°2484,,,,
BD-17°3696,,,,
Hip 91132,,,,F0IV/V
Hip 99647,,,,F0
Hip 105902,,,,F2
23 Pegasi,23 Pegasi,,,B9Vn
BD+05°5027,,,,
BD-06°6213,,,,
BD+21°1,,,,
BD+42°92,,,,
63 Delta Piscium,63 Delta Piscium,,,K5III
Hip 6682,,,,K0
BD-16°359,,,,
BD+06°463,,,,
28 Omega Persei,28 Omega Persei,,,K1III
Hip 15005,,,,
BD+19°562,,,,F5
Hip 18286,,,,A3V
Hip 27924,,,,A2V
BD+19°1883,,,,
Hip 44806,,,,A5
BD+83°248,,,,
Hip 46892,,,,F3/F5IV+...
Hip 48881,,,,G5
Hip 50433,,,,A7m
Hip 52216,,,,A3IV
Hip 53377,,,,G7III:
Hip 54221,,,,
Hip 55437,,,,F0V
21 Theta Crateris,21 Theta Crateris,,,B9.5Vn
Hip 60391,,,,
BD-06°3583,,,,
BD+28°2169,,,,
BD-20°3915,,,,
BD-02°3797,,,,
Hip 71865,,,,B2.5V
Hip 74438,,,,
BD-12°4290,,,,
Hip 81873,,,,A0Vn
Hip 81971,,,,A2
Hip 85145,,,,
Hip 88019,,,,A8/A9V
BD+28°2983,,,,
Hip 90245,,,,
Hip 93053,,,,G5IV comp
Hip 94696,,,,F8V
Sigma Pavonis,Sigma Pavonis,,,K0III
Hip 108429,,,,
43 Omicron Pegasi,43 Omicron Pegasi,,,A1IV
BD-01°4343,,,,
Hip 114224,,,,A4III
6 Trianguli,6 Trianguli,,,F5V comp SB
BD-13°575,,,,
Hip 17868,,,,
Hip 25371,,,,F2V
Hip 25453,,,,A0Vn
Hip 34267,,,,G8IV
45 Geminorum,45 Geminorum,,,G8III
BD+46°1391,,,,
BD+60°1187,,,,
Hip 48270,,,,
BD+38°2078,,,,
BD+73°481,,,,
BD-06°3917,,,,
BD+24°2685,,,,
58 Hydrae,58 Hydrae,,,K3III
BD+19°2893,,,,
Hip 73608,,,,A5m
Hip 79667,,,,A1V
Hip 86373,,,,F6III
BD+33°3318,,,,
27 Vulpeculae,27 Vulpeculae,,,B9V
Hip 103144,,,,G2V
BD+55°2667,,,,
Hip 109647,,,,F7V
73 Pegasi,73 Pegasi,,,K0III:
BD+17°73,,,,
BD+14°296,,,,
BD-06°669,,,,
Hip 21618,,,,A9IV
Hip 22430,,,,
BD+42°1667,,,,
Hip 38631,,,,
Hip 39989,,,,
Hip 40462,,,,F2
Hip 42010,,,,K0III
BD+56°1399,,,,
Hip 54315,,,,A7III
BD+50°1895,,,,
Alpha Muscae,Alpha Muscae,,,B2IV-V
Hip 64111,,,,A9III
BD-21°3714,,,,
Hip 76666,,,,B9.5V
BD+25°3137,,,,
Hip 83585,,,,
19 Delta Sagittarii,19 Delta Sagittarii,,,K3III
Hip 98210,,,,G5
BD-12°6240,,,,
Hip 112330,,,,
BD+71°1206,,,,
BD-08°3,,,,
BD+02°244,,,,
BD+24°787,,,,
Hip 24902,,,,A3V
BD+59°906,,,,
55 Psi 4 Aurigae,55 Psi 4 Aurigae,,,K5III
Hip 36721,,,,A3III
Hip 39638,,,,F2
Hip 48471,,,,
Hip 51475,,,,F7V
Hip 53394,,,,K0III
Hip 55309,,,,
Hip 55374,,,,K1III
BD+43°2123,,,,
BD+32°2163,,,,
BD+22°2500,,,,
49 Virginis,49 Virginis,,,K2III
Hip 67035,,,,
Hip 82500,,,,
Hip 89673,,,,
BD+44°2971,,,,
Hip 100073,,,,A5
Pi Tucanae,Pi Tucanae,,,B9V
Hip 1712,,,,
Hip 16184,,,,
Hip 26900,,,,
Hip 27943,,,,
BD+40°1734,,,,
Hip 33144,,,,
70 Geminorum,70 Geminorum,,,K0III
BD+17°1887,,,,
Hip 47094,,,,F5
Hip 48266,,,,A9Vn
BD-19°2854,,,,
BD+30°2031,,,,
Hip 54521,,,,
Hip 59856,,,,K1III
Hip 61114,,,,F0
Hip 64682,,,,K2/K3III
Hip 76854,,,,
Hip 94273,,,,
Hip 102263,,,,
Hip 103104,,,,A5IV
Hip 105705,,,,F2
Hip 108232,,,,A8/A9V
Hip 111790,,,,A5II/III
Hip 112403,,,,
Hip 113629,,,,A8IV
Hip 117682,,,,
BD-21°15,,,,F5IV/V
Hip 16570,,,,F0
Hip 20576,,,,A2
Hip 48271,,,,F3III
BD+14°2269,,,,
Hip 67755,,,,F5V
Hip 69523,,,,F0
BD+43°2419,,,,
Hip 96952,,,,
BD-00°77,,,,
94 Piscium,94 Piscium,,,K1III
Hip 16290,,,,G8III
Hip 16509,,,,K3III
Hip 21038,,,,B9.5Vn
Hip 24275,,,,K0III
Hip 32740,,,,K3II
BD+63°661,,,,
BD+39°1772,,,,
Hip 37636,,,,K0III
BD+34°2092,,,,
Hip 53499,,,,
Hip 64751,,,,G8III
Hip 65264,,,,
BD+03°2768,,,,
BD+18°2846,,,,
Hip 71601,,,,
BD+53°1728,,,,
Hip 72940,,,,A1V
BD+19°2990,,,,
BD+50°2333,,,,
Hip 84402,,,,K1III
BD+39°4559,,,,
Hip 106323,,,,F0
Hip 109595,,,,F3V
BD+09°5041,,,,
Hip 111838,,,,
Hip 115746,,,,A7IV
Hip 117541,,,,K0IV
Hip 118319,,,,
BD+09°271,,,,
Hip 15886,,,,A2m...
Hip 28139,,,,K2III
Hip 32263,,,,F0
BD+11°2324,,,,
BD-16°3492,,,,
31 Comae Berenices,31 Comae Berenices,,,G0III
BD+13°2788,,,,
Hip 81248,,,,A3
Hip 101019,,,,F2V
Hip 105984,,,,A3
Hip 116266,,,,F5
Hip 1968,,,,
Hip 8299,,,,
Hip 8694,,,,F6V
BD-18°375,,,,
BD-06°503,,,,
Hip 24479,,,,K2III-IV
Hip 27259,,,,A3V
BD+52°999,,,,
Hip 27852,,,,
BD+51°1153,,,,
Hip 30381,,,,A8IV
Hip 36624,,,,A2V
29 Cancri,29 Cancri,,,A5V
Hip 44344,,,,F0
BD+27°1734,,,,
Hip 46963,,,,F0V
Hip 59364,,,,A4Vn
Hip 60305,,,,K2III
Hip 61133,,,,K1III
Hip 63951,,,,F0
BD-09°3622,,,,
BD+05°2796,,,,
BD-14°4469,,,,
Hip 82892,,,,A5
BD-13°4553,,,,
BD+32°2902,,,,
Hip 92828,,,,
BD+02°3877,,,,
41 Iota Aquilae,41 Iota Aquilae,,,B5III
BD-07°5522,,,,F8
Hip 106098,,,,G0V
Hip 110214,,,,A5
1 Piscium,1 Piscium,,,A7III
Hip 5807,,,,
BD-21°563,,,,
BD-05°928,,,,
BD+26°729,,,,
BD+54°1043,,,,
Hip 31690,,,,
Hip 37414,,,,F0III
6 Ursae Majoris,6 Ursae Majoris,,,G6III
BD+40°2154,,,,
Hip 46125,,,,F0V
BD+40°2329,,,,
BD+51°1718,,,,
Hip 63797,,,,
Hip 67870,,,,
Hip 68468,,,,
24 Boötis,24 Boötis,,,G3IV
Hip 71358,,,,
2 Lupi,2 Lupi,,,K1II/III
Hip 77844,,,,
BD-20°4561,,,,
Hip 117878,,,,
27 Ceti,27 Ceti,,,K0III
Hip 9365,,,,
BD+15°339,,,,
BD+14°712,,,,
Hip 30444,,,,K1II/III
Hip 41010,,,,
Hip 44226,,,,
BD+16°1964,,,,
Hip 46428,,,,
Hip 75238,,,,
5 Herculis,5 Herculis,,,G8III
Hip 106582,,,,F8
Hip 113921,,,,
BD+44°4454,,,,
BD-07°16,,,,
Hip 8423,,,,K0III
Hip 16951,,,,
Hip 23614,,,,F0III
BD+10°2021,,,,
Hip 52550,,,,F7V
Hip 55796,,,,F0
Hip 58720,,,,B9V
BD+50°1894,,,,
Hip 65867,,,,K0
Hip 69992,,,,
Eta Centauri,Eta Centauri,,,B1Vn + A
Hip 79833,,,,
BD+37°3173,,,,
Hip 104296,,,,A9V
99 Aquarii,99 Aquarii,,,K4III
Hip 16127,,,,
Hip 20516,,,,
Hip 29466,,,,F5V
Hip 38297,,,,
BD+59°1165,,,,
BD+65°825,,,,
Hip 58642,,,,A1V
BD+50°1885,,,,
BD-13°3641,,,,
BD+50°1976,,,,
BD+57°1467,,,,
11 Alpha Draconis,11 Alpha Draconis,,,A0III SB
Hip 73587,,,,A2
BD+81°504,,,,
BD-18°4274,,,,
BD-17°4589,,,,
Hip 82580,,,,F0
Hip 89460,,,,G8III/IV
Hip 95167,,,,A3V
Hip 111145,,,,
BD-11°6054,,,,
Hip 4484,,,,
BD-01°125,,,,
Phi Phoenicis,Phi Phoenicis,,,A3V
Hip 11321,,,,
BD+50°610,,,,
Hip 15152,,,,
Hip 41765,,,,A3
Hip 44511,,,,K2III
Hip 57421,,,,
Hip 61820,,,,
Hip 63450,,,,
Hip 68999,,,,
Hip 71999,,,,
Hip 85666,,,,A1V
Hip 96893,,,,
Hip 99149,,,,A5
Hip 104840,,,,
Hip 111647,,,,F0
Hip 116473,,,,
BD+54°3043,,,,
Hip 6100,,,,
Hip 8479,,,,
BD+09°420,,,,
BD+81°135,,,,
Hip 46095,,,,
Hip 58178,,,,K3III
BD+18°2753,,,,
Hip 67461,,,,A0
Hip 78817,,,,A2m...
Hip 83480,,,,A2
Hip 84208,,,,
63 Sagittarii,63 Sagittarii,,,A1IV
Hip 99451,,,,
Hip 102063,,,,
Hip 104965,,,,F0V
BD+76°845,,,,
Hip 108475,,,,
Hip 113647,,,,A6IV
Hip 6851,,,,
Hip 20380,,,,A3V
Hip 23881,,,,
BD-22°1218,,,,
Hip 30410,,,,F3V
Hip 31486,,,,
Hip 45866,,,,F2
Hip 49825,,,,F2
BD+31°2281,,,,
Hip 59868,,,,A3IV
BD-15°3512,,,,
Hip 64347,,,,F5
BD+51°1937,,,,
BD+03°2984,,,,
Hip 74877,,,,
Hip 76535,,,,F3/F5V
BD+26°3054,,,,
Hip 109198,,,,
BD+14°4748,,,,
BD-20°6643,,,,
Hip 1404,,,,
BD+27°68,,,,
BD-18°205,,,,
BD+30°287,,,,
Hip 13399,,,,
BD+48°803,,,,
BD+29°502,,,,
BD+13°584,,,,
Hip 22587,,,,
Hip 23036,,,,
Hip 25488,,,,A7m
BD+39°1313,,,,
Hip 27517,,,,G8III
Hip 37394,,,,A3IV
Hip 38574,,,,
Hip 45667,,,,A1V
BD-13°3512,,,,
Hip 62352,,,,
Hip 63839,,,,A0V
BD+52°1691,,,,
Hip 65077,,,,
BD+59°1527,,,,
Hip 67589,,,,K2IV
Hip 70773,,,,
Rho Lupi,Rho Lupi,,,B5V
BD-03°3663,,,,
Hip 73532,,,,
BD+03°2975,,,,
Hip 75325,,,,K0
BD+34°2849,,,,
Hip 84007,,,,
Hip 84421,,,,
Hip 88059,,,,
Hip 92953,,,,G6III-IV
BD+28°3192,,,,
Hip 96923,,,,
Hip 104772,,,,A2
BD-02°5636,,,,
BD-11°5682,,,,
BD-04°5597,,,,
Hip 116422,,,,K0
Hip 116513,,,,
Iota Sulptoris,Iota Sulptoris,,,K0III
Hip 7113,,,,A9V
Hip 40326,,,,K1II/III
BD+01°2110,,,,
BD+37°2021,,,,
Hip 50097,,,,A3
BD+29°2350,,,,
BD+55°1569,,,,
Hip 70238,,,,
BD-12°4156,,,,
Hip 75082,,,,
BD+05°3118,,,,
BD+15°2976,,,,
Hip 83783,,,,
BD-02°5836,,,,
Hip 113473,,,,
BD+05°5252,,,,
90 Upsilon Piscium,90 Upsilon Piscium,,,A3V
Hip 16386,,,,B9
Hip 19010,,,,
BD-18°1066,,,,
BD+35°1233,,,,
41 Aurigae,41 Aurigae,,,A3V+...
BD+17°1991,,,,
21 Comae Berenices,21 Comae Berenices,,,A2pvar
BD+33°2324,,,,
Hip 67384,,,,K0III
Hip 68110,,,,A5
4 Theta Coronae Borealis,4 Theta Coronae Borealis,,,B6Vnn
BD-18°4253,,,,
Hip 81959,,,,F0
Hip 95271,,,,F0
BD-16°6127,,,,
Hip 94,,,,
BD+01°126,,,,
Hip 6812,,,,G8/K0III
Hip 9346,,,,
Hip 9913,,,,
Hip 10229,,,,
BD-00°559,,,,
Hip 21823,,,,A0V
Hip 23475,,,,K3
Hip 34705,,,,F2III
Hip 37618,,,,
Hip 38259,,,,
BD-05°3011,,,,
76 Leonis,76 Leonis,,,K0III:
Hip 59243,,,,A6III/IV
BD+21°2406,,,,
Beta Muscae,Beta Muscae,,,B2V
BD-06°3658,,,,
BD+05°2983,,,,
BD+37°2762,,,,
BD+02°3212,,,,
BD+24°3480,,,,
BD+79°605,,,,
Hip 97145,,,,A3
Hip 108759,,,,A5IV/V
Hip 111622,,,,A1V
BD+11°5010,,,,
Hip 117922,,,,
BD+29°5057,,,,
Hip 2512,,,,F5
Hip 2815,,,,F2
BD+33°462,,,,
Hip 15004,,,,G9III
Hip 19111,,,,G8/K0III
Hip 19854,,,,
Hip 52131,,,,A4V
Hip 52763,,,,A2
Hip 59928,,,,
BD+35°2420,,,,
Hip 72522,,,,
Hip 78601,,,,
Hip 79036,,,,A7IV
Hip 88971,,,,
BD+05°4133,,,,
BD-10°5751,,,,
BD+09°5,,,,
Hip 961,,,,
Hip 9563,,,,A3
BD+18°806,,,,
Hip 31356,,,,F0
58 Geminorum,58 Geminorum,,,A1V
BD+34°1720,,,,
33 Eta Cancri,33 Eta Cancri,,,K3III
BD+41°2011,,,,
Hip 50649,,,,A5
Hip 53465,,,,K2III
BD+58°1355,,,,
BD+40°2547,,,,
BD+09°2858,,,,
BD+17°2765,,,,
BD-13°4168,,,,
BD+50°2196,,,,
Hip 82007,,,,F3V
BD-07°4369,,,,
Zeta Apodis,Zeta Apodis,,,K1III
Hip 85703,,,,F2IV
Hip 87875,,,,A3V
BD+22°3575,,,,
57 Sagittarii,57 Sagittarii,,,K0III
Hip 104277,,,,
Hip 117659,,,,K2III
Hip 117716,,,,F0V
BD-09°32,,,,
Hip 2574,,,,
Hip 2761,,,,
Hip 24573,,,,
BD+40°2086,,,,
Hip 43783,,,,B8III
Hip 53273,,,,G8III
Hip 65996,,,,
Hip 72471,,,,K3III
BD+21°2707,,,,
BD+53°1774,,,,
BD+19°3004,,,,
Hip 80382,,,,
Hip 86010,,,,
BD+28°3589,,,,
Hip 101504,,,,
Hip 103883,,,,
Hip 111600,,,,K2III
Hip 114032,,,,
Hip 114091,,,,
BD+17°4874,,,,
Hip 114882,,,,
Hip 986,,,,F0
Hip 4739,,,,
135 Tau,135 Tau,,,G9III:
Hip 30932,,,,K0III
BD+14°1349,,,,
Hip 36583,,,,
11 Canis Minoris,11 Canis Minoris,,,A1Vnn
Hip 40514,,,,A1IV/V
BD+48°1639,,,,
Hip 46526,,,,F5IV
BD+39°2797,,,,
Hip 73937,,,,Ap Si
BD+27°2468,,,,
BD+27°2759,,,,
Hip 85470,,,,K2III
BD-05°4577,,,,
BD+18°4420,,,,
BD-15°5592,,,,
Hip 113906,,,,
Hip 5372,,,,K2II-III
BD+38°297,,,,
BD+23°762,,,,
Hip 23930,,,,F8V
Hip 26815,,,,
Canopus,Alpha Carinae,,Canopus,F0Ib
NN 3434,,NN 3434,,K2III
Hip 36576,,,,
Hip 37133,,,,A5
Hip 43008,,,,
Hip 48014,,,,F0
BD+39°2304,,,,
BD-04°2883,,,,
Hip 52500,,,,
40 Sextantis,40 Sextantis,,,A2IV
BD+37°2361,,,,
Hip 65155,,,,
Hip 66304,,,,
BD+70°748,,,,
Hip 68265,,,,F5IV
Hip 89288,,,,A2m
Hip 113583,,,,F2
Hip 19975,,,,F5
BD-18°806,,,,
Hip 23631,,,,K0III
Hip 29831,,,,
Hip 46081,,,,A1/A2IV
3 Nu Virginis,3 Nu Virginis,,,M0III
BD-03°3242,,,,
BD+11°2542,,,,
Hip 64372,,,,
BD+56°1850,,,,
Hip 85050,,,,
Hip 88034,,,,
Hip 89437,,,,
Hip 95381,,,,
Hip 98575,,,,K0III
BD-11°5420,,,,
Hip 109059,,,,
Hip 113259,,,,
Hip 116243,,,,G5+...
Hip 2141,,,,
Hip 5395,,,,
BD+04°282,,,,
Hip 7987,,,,A2
Hip 13579,,,,A3
Hip 28661,,,,K0
Hip 30762,,,,A0V
Hip 36848,,,,K1III
BD-06°2817,,,,
35 Ursae Majoris,35 Ursae Majoris,,,K2III:
BD+14°2299,,,,
BD+79°385,,,,
BD+66°790,,,,
BD+39°2676,,,,
BD-11°3611,,,,
Hip 73068,,,,A2V
Hip 74818,,,,K0
Hip 76419,,,,
Hip 77107,,,,
Eta Arae,Eta Arae,,,K5III
Hip 105111,,,,F2
Hip 109792,,,,
Hip 113465,,,,A1V
Hip 4329,,,,A5
Hip 4598,,,,
BD-08°186,,,,
27 Arietis,27 Arietis,,,G5III-IV
BD+38°508,,,,
Beta Horologii,Beta Horologii,,,A5III
Hip 17400,,,,
Hip 19344,,,,
BD+17°820,,,,
BD+16°776,,,,
Hip 27605,,,,F2V
Hip 27950,,,,
Hip 33081,,,,A1/A2V
BD+59°1223,,,,
Hip 47195,,,,
BD+02°2353,,,,
Hip 53023,,,,
BD-02°3238,,,,
BD-14°3322,,,,
BD+13°2423,,,,
Hip 58482,,,,F7V
Hip 64570,,,,
Hip 67529,,,,F0
Hip 68637,,,,A2V
BD+25°2752,,,,
Hip 70758,,,,
Hip 71858,,,,
Hip 73877,,,,F0
Hip 77067,,,,F2IV/V
Hip 79866,,,,
BD+20°3250,,,,
Hip 83778,,,,
Hip 83781,,,,
Hip 87960,,,,A2+...
Hip 92969,,,,G8III
BD+14°3875,,,,
BD+42°3351,,,,
Hip 97233,,,,K0
Hip 98314,,,,K0
BD+69°1096,,,,
Hip 100042,,,,
Hip 100305,,,,A2m...
Hip 100325,,,,B9.5III/IV
Hip 105685,,,,A5m...
BD-22°5956,,,,
BD+12°4894,,,,
BD+23°4642,,,,
BD+41°28,,,,
Hip 2542,,,,
Hip 6965,,,,F2V
BD-03°390,,,,
BD-10°642,,,,
BD-01°568,,,,
Hip 19330,,,,
BD+58°775,,,,Fm...
Hip 29349,,,,
Hip 35229,,,,A1V
Hip 46546,,,,A2V
BD+88°58,,,,
Hip 54767,,,,B9V
Tau 2 Lupi,Tau 2 Lupi,,,A7:+...
Hip 70580,,,,K3III
Hip 75138,,,,
BD+15°2894,,,,
Hip 83787,,,,F2/F3IV/V
BD-16°4477,,,,
Hip 85178,,,,
Hip 91347,,,,A5IV
Hip 102812,,,,
Hip 109871,,,,
Gamma 2 Octantis,Gamma 2 Octantis,,,K0III
Hip 7329,,,,
Hip 10426,,,,
Hip 24041,,,,K0III
BD+31°982,,,,
BD+68°420,,,,
Hip 38619,,,,
BD+14°2180,,,,
BD-01°2510,,,,
Hip 56270,,,,
Hip 59213,,,,
Hip 63599,,,,F0IV/V
22 Tau Herculis,22 Tau Herculis,,,B5IV
Hip 84956,,,,
Hip 85463,,,,A3
BD+30°4210,,,,
BD-11°5584,,,,
Hip 107710,,,,F3IV
Hip 111943,,,,F3V
Hip 5936,,,,K1III
Hip 6182,,,,
Hip 18457,,,,
Hip 22144,,,,K1III
Hip 29575,,,,G8III
BD+58°1041,,,,
BD+55°1445,,,,
BD+48°1979,,,,
BD+49°2090,,,,
Hip 62055,,,,
Hip 68303,,,,
BD-17°4492,,,,
BD-13°4424,,,,
Hip 82426,,,,K0III
Hip 100937,,,,
Hip 104633,,,,
Hip 432,,,,A2
23 Phi 4 Ceti,23 Phi 4 Ceti,,,G7III
BD-04°364,,,,
Hip 10673,,,,K0III
Hip 13400,,,,
Hip 31034,,,,
BD+51°1413,,,,
BD+53°1339,,,,
Hip 50336,,,,K2III:
Hip 53157,,,,K2III
Hip 55328,,,,K1III
Hip 64072,,,,
BD-14°3721,,,,
Hip 67270,,,,A2/A3m...
BD+42°2592,,,,
Hip 81552,,,,
Hip 82902,,,,A0III
BD+17°3985,,,,
Hip 96786,,,,A2
Hip 103481,,,,
Hip 108294,,,,A3V
BD+33°109,,,,
Hip 9358,,,,A0
Hip 21743,,,,G6/G8III
Hip 34081,,,,Am
BD+20°2003,,,,
Hip 40699,,,,A5
66 Ursae Majoris,66 Ursae Majoris,,,K1III
Hip 58465,,,,A2V
Hip 59302,,,,
Hip 68869,,,,
BD+18°2878,,,,
Hip 75239,,,,
Hip 81547,,,,
Hip 88103,,,,K0
Hip 97203,,,,
Hip 98406,,,,A2
Hip 108220,,,,A1/A2V
BD+07°4971,,,,
Hip 3468,,,,
Hip 14002,,,,F5
BD-22°1076,,,,
BD+84°118,,,,
Hip 36123,,,,A2IV
Hip 46484,,,,
BD+21°2265,,,,
Hip 54903,,,,F3V
Hip 67289,,,,A3
Hip 84108,,,,A5III
Hip 88852,,,,F5
Hip 93822,,,,F2+...
Hip 98461,,,,G8/K0III
Hip 98845,,,,G8V
Hip 112997,,,,K1III SB
Hip 5428,,,,F5IV
Hip 19089,,,,F2
56 Tau,56 Tau,,,A0p Si
Hip 20639,,,,
1 Monocerotis,1 Monocerotis,,,F2IV
Hip 40107,,,,G8III
Eta Chamaeleontis,Eta Chamaeleontis,,,B9IV
BD+43°1923,,,,
BD+74°452,,,,
BD+65°830,,,,
6 Corvi,6 Corvi,,,K1III
Hip 64326,,,,F2III/IV
18 Librae,18 Librae,,,K3III-IV
BD+16°2872,,,,
Hip 80160,,,,A5m...
Hip 88426,,,,
Hip 93266,,,,A3
BD+29°3760,,,,
Hip 110732,,,,
Hip 113915,,,,
Hip 3903,,,,A9/F0III
BD+08°136,,,,
BD-15°217,,,,
BD+34°375,,,,
BD-05°429,,,,
Hip 11776,,,,
BD+43°574,,,,
BD+18°1272,,,,
Hip 31798,,,,
BD+54°1207,,,,
Hip 40293,,,,A4IVn
Hip 59451,,,,A0
BD+05°2659,,,,
Hip 71902,,,,
16 Herculis,16 Herculis,,,K3III
Hip 82637,,,,
Hip 86360,,,,
Hip 89043,,,,
Hip 98138,,,,G2III
BD+55°2814,,,,
Hip 116553,,,,
Hip 379,,,,K1III
Hip 5321,,,,A5III
Hip 6068,,,,
Hip 12639,,,,
51 Aurigae,51 Aurigae,,,K5III
BD+17°1902,,,,
Hip 45896,,,,K3III
Hip 48249,,,,
Hip 53530,,,,A7Vni
Hip 57999,,,,
Hip 65875,,,,
BD+07°2766,,,,
Hip 73893,,,,
Hip 76957,,,,B9p...
BD-20°5228,,,,
Hip 117515,,,,A9III
Hip 8162,,,,
Hip 8454,,,,A3
81 Ceti,81 Ceti,,,G5III:
BD+02°661,,,,
BD+20°1725,,,,
BD+45°1826,,,,
BD+56°1464,,,,
Hip 72042,,,,
Hip 77088,,,,
29 Herculis,29 Herculis,,,K4III
Hip 86378,,,,A3m...
BD+17°4424,,,,
BD+21°4387,,,,
BD+27°4574,,,,
Hip 116880,,,,
BD-13°269,,,,
BD+28°488,,,,
BD-09°1074,,,,
Hip 26219,,,,K0III
1 Canis Minoris,1 Canis Minoris,,,A5IV
Hip 40350,,,,
Hip 41217,,,,
BD+53°1300,,,,
BD+04°2126,,,,
Hip 60851,,,,A0Vn
29 Pi 1 Boötis,29 Pi 1 Boötis,,,B9p MnHg
Hip 86119,,,,F0/F2IV
42 Draconis,42 Draconis,,,K2III
Hip 101467,,,,K0III-IV
Hip 113433,,,,F0V
Hip 3897,,,,F5
BD-19°964,,,,
Hip 24477,,,,F0...
Hip 28962,,,,F0III/IV
BD+24°1206,,,,
Hip 30973,,,,F0III
Hip 45910,,,,A0
BD+39°2530,,,,
Hip 65312,,,,
BD+16°2897,,,,
Hip 82880,,,,F0V
Hip 89592,,,,K1III
BD-03°4928,,,,
Hip 102640,,,,A5
Hip 111113,,,,F0...
Hip 114226,,,,
Hip 115294,,,,
BD+07°5094,,,,
Hip 5240,,,,K2III...
31 Cassiopeiae,31 Cassiopeiae,,,A0Vnn
BD+17°166,,,,
Kappa Hydri,Kappa Hydri,,,K0III
Hip 18266,,,,
Hip 19644,,,,K0
23 Camelopardalis,23 Camelopardalis,,,G5III:
BD+40°2127,,,,
Hip 45938,,,,A2
BD+54°1570,,,,
BD+31°2648,,,,
BD+01°3016,,,,
Hip 78303,,,,
BD+69°895,,,,
Hip 85970,,,,
1 Sagittae,1 Sagittae,,,A4V
Hip 100817,,,,G0V
BD-14°5766,,,,
BD+21°4510,,,,
Hip 109631,,,,K0III
BD+31°4757,,,,
BD+64°1780,,,,
BD-09°6237,,,,
Hip 2878,,,,
BD+03°115,,,,
Hip 20070,,,,A2V
Hip 27140,,,,
BD+69°402,,,,
BD+06°1881,,,,
Hip 42309,,,,F2III
Hip 50078,,,,A3IV/V
Hip 67146,,,,
BD+41°2490,,,,
Hip 71054,,,,F0
Hip 73518,,,,K1:IV-V:
BD+57°1571,,,,
Hip 87341,,,,A9V
Hip 91399,,,,A5...
Hip 93226,,,,
Hip 101221,,,,K1/K2III+..
BD+46°3014,,,,
Hip 106081,,,,K2III
20 Cephei,20 Cephei,,,K4III
Hip 109221,,,,
Hip 114590,,,,
BD+17°4993,,,,
Hip 818,,,,F0
15 Orionis,15 Orionis,,,F2IV
Hip 28842,,,,F8
Hip 33477,,,,A5
17 Hydrae,17 Hydrae,,,A3
BD+52°1364,,,,
Hip 49919,,,,
Hip 54029,,,,G7III...
BD+05°2469,,,,
BD+07°2516,,,,
26 Chi Virginis,26 Chi Virginis,,,K2III
Hip 66903,,,,G7III:
BD+28°2273,,,,
BD-06°4066,,,,
Hip 73458,,,,F5V
Omega Octantis,Omega Octantis,,,B9.5V
Hip 75974,,,,K0III-IV
BD+42°2629,,,,
BD-00°3131,,,,
Hip 81369,,,,
BD+15°3122,,,,
Hip 84691,,,,K0III
Hip 103414,,,,K2III
BD+06°4970,,,,
Hip 118133,,,,B9V
BD-20°275,,,,
BD+19°315,,,,
63 Tau 2 Arietis,63 Tau 2 Arietis,,,K3III
BD+15°537,,,,
Hip 27739,,,,
Hip 30423,,,,A3V
Hip 34952,,,,A5
BD-19°1827,,,,
Hip 42794,,,,A7V
Hip 47518,,,,F0
Hip 48613,,,,A0V
48 Leonis,48 Leonis,,,G8II-III
BD-03°3003,,,,
